Feature ID,Feature Name,Cluster 1 Mean Counts,Cluster 1 Log2 fold change,Cluster 1 Adjusted p value,Cluster 2 Mean Counts,Cluster 2 Log2 fold change,Cluster 2 Adjusted p value,Cluster 3 Mean Counts,Cluster 3 Log2 fold change,Cluster 3 Adjusted p value,Cluster 4 Mean Counts,Cluster 4 Log2 fold change,Cluster 4 Adjusted p value,Cluster 5 Mean Counts,Cluster 5 Log2 fold change,Cluster 5 Adjusted p value
ENSMUSG00000021708,Rasgrf2,0.6034666913975097,-2.001982484988062,0,1.0181580964881651,-1.2045555557669172,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011057409785429976,4.6137992013738645,2.1725977675852834,0,0.7583469975625965,-1.4749651861997801,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011935619583654464,2.216170629907741,0.18936501778557657,0.000014596167801411345
ENSMUSG00000034209,Rasl10a,0.11101419837002591,-3.057028677590141,0,0.9217649226742636,0.5068700813046646,0.0000000000000000000000000000000000000022441011622080126,0.7339854023399471,0.023100964506331534,0.5740370807582086,0.18350875249279847,-2.096489526008634,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000013341621700693247,2.068184252812006,1.8843283360283136,0
ENSMUSG00000024990,Rbp4,0.06309577396611103,-2.083953726013129,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000006798056519431108,0.43871785320822343,1.7396615746906139,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001504374188855096,0.2131552263625337,-0.041165052300968785,0.42713112586348395,0.19098936405938388,-0.2072791570164383,0.005444109797054577,0.03198552819072079,-2.901929755426826,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000008131789770996974
ENSMUSG00000020037,Rfx4,1.1421194183124335,2.001728548143349,0,0.2722129921422778,-1.0961111008780016,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000013225492123712004,0.30290479535728476,-0.8967780832880303,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000007213933674509176,0.4284987812984708,-0.22903339537925615,0.000030549910549108554,0.14478782427666279,-1.892116263396189,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000680105053529005
ENSMUSG00000032890,Rims3,3.3421669196300234,-0.05951350926196386,0.05129758822294112,2.3079470002897065,-0.7546937836177205,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000008251364171809362,6.598713389673132,1.5110997320428816,0,2.1265976069133603,-0.7576608728957612,0.000000000000000000000000000000000000000000000000000000000003331876222447957,0.210251538640338,-4.192335988812778,0
ENSMUSG00000112117,Rmst,2.669495332430047,1.8807664807517857,0,0.5668816848279149,-1.3536101098082733,0,0.9677229609621039,-0.40893466211643165,0.000000000000000000000000000000000035609394549122746,1.0783769111455788,-0.1716059647553524,0.00043385420140320966,0.22091338137057825,-2.57963316861356,0
ENSMUSG00000047496,Rnf152,0.9088273281866007,0.9030481070966356,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000033270424964122348,0.8259539336892638,0.7324767192522874,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000012649568766627506,0.23709433384046436,-1.5947157906352203,0,0.6197219144693105,0.08050153698378937,0.1326618926892848,0.0931845054622999,-2.800667729972725,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000122882916
ENSMUSG00000035305,Ror1,0.13354158514158748,1.1211314708084772,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001753880268328202,0.027196348435846267,-1.8650625004500823,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000042486938015800904,0.011042023744432953,-3.218091977115683,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002431520922227954,0.18397629071571006,1.4494324567322083,0.000000000000000000000000000000000000000000000000000000000000000000000000000000001121759147034351,0.1588614566805799,1.1991556483266805,0.00000000000000000000000000000000000000000000000000000001148799638232332
ENSMUSG00000036192,Rorb,1.8158410108280334,0.05142896490829274,0.10725206996494563,0.814809252678856,-1.3931845421180409,0,3.5076534307515495,1.6190385267738514,0,1.3214967870596048,-0.45973224386040706,0.0000000000000000000006281460566283492,0.3108993340138061,-2.6461179126936063,0
ENSMUSG00000075334,Rprm,0.32989257916320686,-1.276052840925686,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010673294826656132,1.7445584244352028,2.692911457647208,0,0.16518867521671696,-2.397768577409013,0,0.194262131619765,-1.925436806486792,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002250310493967055,0.45675334256349287,-0.6404985218626977,0.000000000000000000000000004042657766820848
