Barcode,UMAP-1,UMAP-2
361,-0.034763229231758765,3.387606852410953
362,0.10535670948434284,3.938233836428603
363,-1.5290293209279522,3.2126032583113244
364,-2.771414766309084,6.393815148287144
365,0.9421882867345456,9.670356687442172
366,4.159043835605257,2.4078558226732363
367,0.7512278180641178,9.594460811393006
368,-2.230455522888549,6.868482392787137
369,0.09165943183906634,3.857737526654129
370,0.6973489071199093,8.74381074194404
371,0.6437349599987923,8.892749977046309
372,1.1788632507254082,9.525562539233428
373,-0.022959620357835664,3.5855574220700297
374,-0.20342554495183357,3.6185886167946695
375,-0.04809129468074955,6.506388398967586
376,-2.6732920018020514,5.929337201466565
377,5.665916499372597,7.251923630479139
378,0.007665651464024356,3.8770483560034283
379,-1.5963768787394554,7.286425975690467
380,7.2719485221381905,7.37454525759322
381,6.737290044003309,5.3788788637400495
382,6.207210059773416,3.3538802061926267
383,0.43845298134864413,9.299756192700086
384,4.535349359681639,2.6918342447858676
385,0.7515797179087699,9.732344641443296
386,-0.04028655879032024,6.470961614199663
387,-2.4251337096267624,5.202965370347917
388,0.32268108700741266,9.12770521052897
389,0.966259646608312,9.354422098910415
390,0.791187780619594,9.504181584107624
391,4.743160956674366,2.5239860159629575
392,1.5721404211725878,10.199606166891467
393,0.9448783918081781,9.255570563964412
394,-0.8283100644644148,8.043588852978363
395,5.964309038608061,3.4316178026690074
396,0.6482503979664245,8.740601625867193
397,7.01350524314647,6.420047665259327
398,5.911845321748837,2.768967950653184
399,-2.584209839677823,6.091991146347867
400,0.8505878914071613,9.636491905167091
401,7.0585978633772015,7.945429830140665
402,-0.9643762719538619,7.688951562828344
403,0.24489929223959822,4.27240136531407
404,0.661330706363408,9.069450014324907
405,4.304269854633751,5.232847444211705
406,6.196357321384021,3.6188036924961744
407,1.0444704644774983,9.68841861605526
408,0.5759255240520187,9.392089977123208
409,0.2701973729341276,4.9009410120399535
410,0.7180574684527475,9.481581248415772
411,4.809952039867143,1.90564705682245
412,0.009745197521144125,4.030896494394339
413,0.026683369987394068,6.564615712890028
414,0.8057947452419546,9.52382095902698
415,0.72309714461504,9.199755240257678
416,-2.7340446361320785,5.7288758632583265
417,-0.3772278831999577,3.279453885809855
418,0.6130644778619557,9.308178081186794
419,0.7074033728747003,9.349029867302987
420,0.6502405570230021,8.75895990961449
421,0.6520914010957067,9.28347466878232
422,0.8707973019020414,9.337871320954157
423,4.694728892754452,2.7184379993289842
424,0.577332692069747,9.44681074895775
425,0.6819038950058047,8.796384837720748
426,0.5034362996361843,9.259527603894512
427,0.595183674088992,9.219885919858598
428,-0.6347285607231193,8.160419847054781
429,-0.5906343626893791,5.616868283465772
430,-0.1238208728904501,3.67790863388102
431,0.15789469754461283,2.612289805753821
432,0.32979444165688765,3.705230914611248
433,0.7151155414387625,9.035301268849352
434,-3.11860958387492,4.481157547572181
435,-0.1753390337885789,4.1867950799814455
436,-0.24083774043156825,6.127516702627204
437,0.7098956776290313,9.289159993292133
438,4.945870197572959,2.1396421030790833
439,-2.5577734548068323,4.912173039697664
440,0.3603618262316524,5.302385534681429
441,0.7186796140471665,9.350748825974932
442,0.7959619847683288,9.334891031948422
443,0.6002999475135912,9.331667601505865
444,0.6514335994852231,9.169788913580062
445,4.644194236862514,2.5511242666793943
446,0.674524349927639,8.994737278774277
447,0.5373079629933353,9.11344848670818
448,0.2786833274242613,4.308298403062012
449,0.3054049272240603,5.257866728295273
450,0.8146199119780627,9.086818815807295
451,0.11961671660790567,3.560448764604025
452,-0.12729513255530994,3.536451274011409
453,0.7031617771093294,9.284602710601472
454,-1.6501525480246664,7.046444072856867
455,0.6414738810805308,9.155350178777391
456,0.5587939207585166,8.944742742541111
457,-0.20847753380813966,3.87275848927986
458,-0.2708663541964589,6.030024427455157
459,0.9232138157902555,8.670777409112457
460,-0.19975885843830274,4.658209925037957
461,-2.859211749042536,6.148324057364748
462,-2.5772212389914695,4.685136857386051
463,-5.100569196499127,5.441111134920996
464,-0.45707804916435046,5.880612220492306
465,-2.2829431572028356,5.663275192025353
466,4.181060757500419,6.0726829886743685
467,4.7474366556262035,6.36613384657487
468,7.309063835937781,7.601577197334839
469,3.293989451383459,5.766991985552256
470,7.324344195408088,8.319700195333324
471,7.392553441104877,8.272956293763983
472,5.386573013394344,7.101066679891846
473,7.329822821311182,8.226581069007693
474,5.016632371097139,6.526835249490935
475,-3.045864112780832,10.572258475521751
476,-3.362361979197265,7.717016673897192
477,-3.1735522979509008,10.540635698911185
478,-2.9240039683277175,9.039863494742908
479,4.785125126135003,8.101899206359386
480,-3.04974962113593,10.267424302426898
481,-2.845091192671051,4.616313955565726
482,-3.1248932348858554,5.561813455957482
483,-5.390069421963413,5.262882931396005
484,-2.9726431897630983,10.521887794905185
485,-3.9223341292079397,6.189199105257538
486,2.2821158760892577,6.907353083309084
487,2.1814699010561225,6.715052522613336
488,-3.0479541919637794,10.695792921231313
489,-3.1643003494026387,10.726641643683191
490,5.235416032039017,7.993589539053283
491,-5.070205017407901,5.03352654764759
492,5.514703798723862,2.3017513440495585
493,-3.578728541822541,6.145690482313054
494,-3.0925178223707217,9.92114348806279
495,-2.874201067571211,10.241611671593207
496,-3.1416774830367538,10.472805084741152
497,-2.959236512198984,10.255009550283054
498,-5.282802808603997,5.2847066822711835
499,-3.126487956991646,10.562146323769241
500,-3.7456853293506214,6.001753951783209
501,6.719366791013696,7.224369916599697
502,-3.576294819846494,6.6658204514784
503,-3.555183354514446,5.960204864175706
504,2.250797631764536,6.717056353569468
505,-2.957212012540329,10.64811961468114
506,-2.9621547621657616,10.213896942897454
507,-3.1426096461863944,10.550005848387471
508,-3.2799023844187714,7.890052685974243
509,-3.1739691851142235,10.422310637034013
510,-4.667167545451789,5.6919178978009795
511,-4.517066521001847,5.55548324393008
512,-3.009352336704832,10.22034049134603
513,-3.126389010343761,10.617920340476845
514,-3.093726867518669,10.527425396448098
515,-5.564960042919349,5.266652822326354
516,1.9126208730014533,6.368958942233659
517,-0.4440294908198484,5.86865738865272
518,4.546587626395466,8.133827445996467
519,4.484121430367406,8.035395182338537
520,-2.815262170608449,4.486720211862466
521,5.21265700014086,2.918982788781652
522,5.380859676951102,2.900016828567255
523,-3.2370582310911207,10.090327132342496
524,-2.898240186764196,10.23085054749635
525,-5.559125368224118,5.430573060469907
526,-3.3542056805297973,-9.20051729536948
527,-4.440280439478172,-7.483090307756762
528,-1.1241420487047986,6.083336313688292
529,-2.4964862092722715,3.6804036604001906
530,-4.899572360618945,6.2143193469472555
531,-5.504422177900734,5.265568205787294
532,-1.0591595007486436,5.117256993104514
533,1.3054200735307362,5.468036596729321
534,-2.418390000945759,3.890138188004279
535,2.259853536537173,6.680307889091574
536,-4.88938774013023,5.230731791102444
537,-4.523565144007202,4.522816949326371
538,-4.859273624664788,4.811181671786593
539,-5.020649612748887,4.8124556343521805
540,5.9554504285402,3.646384013482683
541,-4.323329543422241,4.971247295206533
542,-5.332143913257519,5.765919145745151
543,-4.934950421557177,4.78150647832263
544,-6.046016495101199,5.129043803193696
545,-4.867865282558587,5.926694549116562
546,-5.807951073905266,5.2173398578859125
547,-3.857994379401969,5.924979916796636
548,-5.1614183401783515,5.76595451313971
549,-1.9681788320653855,6.195553563025079
550,-6.148203444383973,5.225619783415271
551,-5.489169506687941,5.779244017789799
552,-3.3243790424291637,4.248842872839684
553,-5.918188041473968,4.709190607963622
554,-4.188617851671357,5.181479506593381
555,-5.474702156838638,5.899707646597587
556,-2.347868026669363,4.023346459169333
557,-2.0518455838441474,3.4203558596489603
558,5.310148826177984,2.357669873292348
559,1.367462468584126,5.689020501436959
560,-3.022631645326608,10.221997036972597
561,0.7049873775302907,5.714205767499427
562,-3.1108055194544364,10.275007660515625
563,-2.9215732401293266,10.343186225244796
564,-0.4631968166964738,5.439034069276497
565,-4.740001153086814,5.0086802434270785
566,-1.236240688818519,6.101298913868605
567,4.707185112452802,8.133866217957715
568,-3.9248196104264417,5.88488423366009
569,-3.628348814124531,4.453979778888744
570,-4.639097209119094,4.940479330595987
571,-4.632825332141785,4.482002002199729
572,-6.000745619463104,4.789583152028427
573,4.673500021130642,8.151257402187507
574,-2.8276402231628697,10.24182270463582
575,2.1202178670573586,6.694583231843302
576,-5.104764934444602,5.752456785022761
577,-4.520874974264365,4.781391202518644
578,-3.980749480795677,4.657986942092725
579,-3.989774985479799,6.103614977884342
580,-5.0027675367045825,5.276047035531339
581,-5.095478933131236,5.089587371999497
582,2.23863125981947,6.758187571099507
583,-4.815116357931354,5.645859657240021
584,-1.8277986855306725,3.1219925964696724
585,-1.94078778999606,3.6163062276556213
586,1.9862078304406408,6.584354734542117
587,-1.1969332707813551,3.1774398536562614
588,-5.237289100812992,4.8697457357113185
589,-1.0797155285294886,5.5122848456158655
590,-4.329531747648439,5.966863521666892
591,-5.866597203810051,5.531676264335346
592,-3.8115725944261376,4.414411624405066
593,-5.005244609721659,5.054596665026303
594,-4.944298529858396,5.16310806582079
595,-4.875919533615305,5.457666936441491
596,2.1233644731411756,6.8406582001136025
597,-5.420104880987816,5.780609975897023
598,-5.061891045089263,5.146301397173451
599,-5.383002418189245,5.772391577104023
600,-5.63265798066552,5.587500548388559
601,-5.024596539766859,5.968810878260862
602,-4.75844676825395,5.539790416151446
603,-4.839352272444331,5.2968451199111675
604,-4.574237454638638,4.905397841696021
605,-5.76354322431186,5.208264093064523
606,-5.7987321664769365,4.961754717169277
607,-3.470159584186049,4.22125248724176
608,-3.348249491575867,4.569184522830217
609,-5.164897858589661,5.049450876518373
610,-5.75989134749003,5.231952088510767
611,-3.866030748209536,4.678498678650829
612,-5.296153853770873,4.725621116278798
613,-4.749557331744405,5.199862524614268
614,-5.457200887456825,5.361816558631937
615,2.1440838396016435,6.6830267059243855
616,-2.124026596666799,-6.982158721147524
617,-4.367293549098571,-8.703835874978655
618,-3.161861565538001,-8.367977542625335
619,-3.121111422068808,-9.261973471643943
620,-3.262984064153962,-7.94893827899042
621,-3.71245790091393,-8.858292657949141
622,-4.3898450171524885,-7.99854720348486
623,-1.6043480916721833,-3.194382891442216
624,-1.6676047042786333,6.459798172785158
625,-2.8163556393957236,-8.440318130301094
626,5.0085636888061735,1.2589278187403001
627,-1.7487518809454083,-8.92248651224817
628,-2.545311365352868,-9.074044024464426
629,-3.3214238986312186,-7.29774892789458
630,-1.6185252382244268,-1.4410214816991072
631,-2.6002522499452443,-9.304872206534919
632,4.859567048464786,0.73806798850019
633,5.011194787473318,1.2951432632065505
634,-4.289756268835325,-5.535402787937966
635,-1.6401683540978982,-8.795100877558207
636,-4.911918885892295,3.413581229052707
637,-3.780109261437886,-9.33625684242613
638,-2.3754014123047438,-3.0409664682815447
639,-3.9265043995434223,-9.188516292229222
640,-3.9374054870235926,-8.596896600710256
641,-3.8893987250550324,-8.9274826493189
642,-1.5583022495440948,-3.159714355658141
643,-2.297946788158367,-2.232214867898254
644,-2.893198152770313,-9.13593741518981
645,-2.3669873014693668,-9.450109906903569
646,-4.098980295919309,-8.114722709559013
647,5.129170143216164,2.1197156312738983
648,-2.167834417407602,-9.413866746113191
649,-4.486525663859595,-8.460299396018232
650,-4.370133232431192,-8.439574951330094
651,0.6902398331867182,-7.797687395494945
652,-1.9902142115223325,-9.090599911216113
653,-4.199030879696988,-8.8452238725473
654,-1.5447924473194288,-3.6332729833854973
655,5.388021374609631,3.1747330546632253
656,-2.3827404860770978,-3.7258776766420563
657,4.845748222772253,1.2500200988627757
658,-4.410383609132979,-8.024753218902632
659,-1.0572135228049209,-8.506420075787196
660,4.668399055606896,-7.573909077054721
661,-1.8175979175500732,-9.291158355750596
662,-4.167005593075621,-5.06987302163972
663,-4.37593579466942,4.804599303862979
664,-4.317426478388389,-4.288817673707135
665,-4.350204849289717,-6.755815243108952
666,-2.533053184797635,9.30243367856803
667,-4.379321842259332,-4.409910205161228
668,-4.3907289788011274,-1.9291044478581447
669,-0.5496436566575887,6.763449200067225
670,-2.991984705511693,10.442359199659432
671,-2.5324839109544155,-9.061089516787119
672,-4.4425208360488035,-7.027200859049723
673,-5.752893802356095,4.957235316834442
674,-4.16119739875078,-6.358455504750898
675,-4.4695973775747575,-2.6063455974322114
676,-4.312003594388265,-7.355518744077079
677,-4.394216928606571,-6.82627867140638
678,-0.6532297313713282,6.770478655460933
679,-1.0997434402711506,-0.975055802367317
680,-4.3237956374058095,-7.101184050159501
681,-2.9544792437627256,10.239203134782061
682,-1.5156565492967855,3.093772015554241
683,-2.99682191755167,10.450878705167632
684,-3.0345961837868365,10.631526257110812
685,-3.3007101635680276,7.828159619478246
686,-2.9770270275305157,10.623809696475341
687,-2.8933420244402996,10.545674602058208
688,-2.996814481692896,10.679786158599821
689,-3.079440756793509,10.552046146931982
690,-3.009832723626588,10.338568259881514
691,-2.770810854054974,10.17336066234031
692,-2.8822280344051876,10.362718853045498
693,-2.9759152070493813,10.5410850462879
694,-3.0307358431513003,10.385628814406546
695,-3.069950084825062,10.529788616043994
696,-2.843942212540328,-9.179015393543509
697,-2.972956211839745,10.373476564470668
698,-4.56047365355061,4.04116281588873
699,5.69768899852348,1.7972346457174644
700,-2.9425842007808765,10.43263460644509
701,-1.7782536910854703,-8.445945249706659
702,-1.0962536930756692,-2.693914405318537
703,5.253139030406752,3.3654939360608362
704,0.253033158185889,5.977311784512299
705,7.821688285681855,-6.816406010175663
706,-0.49275293083965765,1.6573143375626174
707,7.3936889002051585,-7.043307534331637
